transcript	RIBO_GMP_Ven_A	RIBO_GMP_Ven_B	RIBO_GMP_vehicle_A	RIBO_GMP_vehicle_B	RIBO_HSC_Ven_A	RIBO_HSC_Ven_B	RIBO_HSC_vehicle_A	RIBO_HSC_vehicle_B	RIBO_GMP_Ven_A_21	RIBO_GMP_Ven_B_21	RIBO_GMP_vehicle_A_21	RIBO_GMP_vehicle_B_21	RIBO_HSC_Ven_A_21	RIBO_HSC_Ven_B_21	RIBO_HSC_vehicle_A_21	RIBO_HSC_vehicle_B_21
Olfr1025-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr104-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr105-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr106-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1150-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1174-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1175-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1177-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1185-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1191-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1192-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1224-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1274-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr128	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Olfr1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1291-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1293-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1315-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1326-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1328	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
Olfr1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1369-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
