	RNA_HSC_vehicle_B	RNA_HSC_Ven_A	RNA_HSC_vehicle_A	RNA_HSC_Ven_B	RNA_GMP_Ven_A	RNA_GMP_vehicle_A	RNA_GMP_Ven_B	RNA_GMP_vehicle_B
Fdx1-201	798.0	842.0	933.0	692.0	271.0	904.0	149.0	708.0
Rdx-201	5076.0	4272.0	4778.0	4667.0	2024.0	864.0	520.0	1004.0
Zc3h12c-202	590.0	452.0	740.0	487.0	9.0	6.0	1.0	2.0
AI593442-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ddx10-201	1587.0	1650.0	1680.0	1561.0	1359.0	562.0	435.0	505.0
Exph5-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Poglut3-201	96.0	111.0	115.0	81.0	65.0	6.0	19.0	3.0
4930550C14Rik-201	1.0	1.0	0.0	2.0	8.0	1.0	1.0	5.0
Atm-206	400.0	419.0	536.0	391.0	464.0	139.0	56.0	110.0
Npat-201	933.0	869.0	1140.0	883.0	726.0	157.0	111.0	88.0
Acat1-201	4860.0	4133.0	4536.0	3807.0	3104.0	1272.0	1140.0	1520.0
Cul5-201	829.0	763.0	1031.0	749.0	576.0	88.0	122.0	120.0
Rab39-201	17.0	19.0	22.0	6.0	13.0	4.0	6.0	0.0
Slc35f2-201	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Sln-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Elmod1-201	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Tnfaip8l3-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyp19a1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gldn-201	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Dmxl2-201	697.0	525.0	826.0	692.0	465.0	78.0	48.0	87.0
Sh2d7-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cib2-201	19.0	27.0	38.0	30.0	57.0	28.0	20.0	83.0
Idh3a-201	2989.0	3180.0	3094.0	2469.0	2447.0	253.0	683.0	513.0
Acsbg1-201	7.0	9.0	5.0	14.0	34.0	6.0	9.0	0.0
Dnaja4-201	8.0	11.0	0.0	10.0	42.0	2.0	1.0	4.0
Wdr61-203	2086.0	1842.0	1805.0	1731.0	1502.0	769.0	582.0	1266.0
Crabp1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ireb2-201	598.0	621.0	733.0	629.0	522.0	32.0	76.0	36.0
Hykk-201	1.0	1.0	1.0	1.0	7.0	0.0	0.0	3.0
AY074887-201	0.0	0.0	0.0	0.0	1.0	9.0	0.0	0.0
Psma4-201	5046.0	4822.0	4195.0	3702.0	3648.0	2915.0	1594.0	4134.0
Chrna5-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chrna3-203	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Chrnb4-201	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Ube2q2-201	1090.0	1191.0	1403.0	1040.0	1147.0	201.0	219.0	151.0
Fbxo22-201	1408.0	1395.0	1685.0	1354.0	1220.0	301.0	420.0	219.0
Nrg4-213	582.0	554.0	586.0	460.0	430.0	62.0	98.0	97.0
Tmem266-201	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Etfa-201	4429.0	3732.0	4596.0	3636.0	2820.0	2272.0	1363.0	1973.0
Isl2-201	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Scaper-201	360.0	234.0	297.0	258.0	300.0	197.0	68.0	120.0
4930563M21Rik-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rcn2-201	853.0	817.0	942.0	770.0	598.0	240.0	259.0	143.0
Pstpip1-201	1329.0	1145.0	1312.0	1173.0	1101.0	1173.0	501.0	1362.0
Tspan3-201	211.0	193.0	166.0	190.0	224.0	54.0	75.0	55.0
Peak1-201	91.0	102.0	106.0	106.0	72.0	11.0	9.0	12.0
Hmg20a-201	261.0	222.0	408.0	268.0	179.0	34.0	50.0	14.0
Lingo1-206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Odf3l1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cspg4-201	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
Snx33-201	37.0	33.0	63.0	26.0	68.0	0.0	9.0	7.0
Imp3-201	488.0	455.0	431.0	399.0	314.0	598.0	153.0	542.0
Snupn-201	248.0	196.0	235.0	193.0	187.0	128.0	105.0	174.0
Ptpn9-201	325.0	301.0	281.0	279.0	258.0	6.0	40.0	8.0
Sin3a-208	1158.0	1454.0	1863.0	1316.0	1356.0	176.0	240.0	167.0
Man2c1-211	870.0	861.0	1224.0	1031.0	614.0	168.0	167.0	187.0
Neil1-203	52.0	74.0	78.0	54.0	87.0	51.0	35.0	26.0
Commd4-201	877.0	826.0	812.0	669.0	736.0	925.0	386.0	990.0
Trcg1-201	0.0	1.0	2.0	4.0	0.0	12.0	1.0	8.0
1700017B05Rik-201	688.0	881.0	1067.0	731.0	833.0	219.0	242.0	192.0
Ppcdc-201	378.0	244.0	353.0	334.0	321.0	136.0	103.0	67.0
Scamp5-201	47.0	48.0	31.0	37.0	3.0	0.0	1.0	0.0
Rpp25-201	7.0	6.0	3.0	7.0	4.0	0.0	1.0	3.0
Cox5a-201	2605.0	2525.0	2718.0	2482.0	2178.0	6850.0	1197.0	6847.0
Fam219b-202	84.0	70.0	118.0	76.0	88.0	37.0	40.0	27.0
Mpi-201	363.0	382.0	395.0	319.0	389.0	68.0	142.0	141.0
Scamp2-201	1091.0	1086.0	1711.0	1043.0	1244.0	192.0	348.0	261.0
Ulk3-201	139.0	147.0	223.0	122.0	170.0	15.0	21.0	5.0
Cplx3-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lman1l-202	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Csk-201	618.0	771.0	879.0	619.0	740.0	356.0	277.0	231.0
Cyp1a2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyp1a1-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Edc3-201	877.0	955.0	1134.0	840.0	857.0	49.0	163.0	36.0
Clk3-201	1583.0	1497.0	1717.0	1363.0	1368.0	476.0	407.0	396.0
Arid3b-209	107.0	109.0	220.0	122.0	107.0	11.0	17.0	2.0
Ubl7-208	560.0	550.0	757.0	671.0	746.0	126.0	283.0	178.0
Sema7a-201	2.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0
Cyp11a1-201	6.0	3.0	0.0	12.0	0.0	0.0	0.0	0.0
Ccdc33-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Stra6-214	4.0	0.0	10.0	3.0	0.0	0.0	0.0	0.0
Islr-201	5.0	0.0	3.0	2.0	7.0	0.0	0.0	0.0
Islr2-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pml-201	799.0	829.0	1181.0	942.0	522.0	20.0	76.0	32.0
Stoml1-201	308.0	193.0	306.0	271.0	177.0	72.0	63.0	40.0
Loxl1-201	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Tbc1d21-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Insyn1-201	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Cd276-202	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Nptn-212	858.0	768.0	912.0	879.0	934.0	78.0	277.0	76.0
Rec114-201	14.0	18.0	28.0	3.0	5.0	5.0	0.0	15.0
Hcn4-201	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Neo1-201	8.0	0.0	4.0	1.0	37.0	0.0	2.0	1.0
Adpgk-205	1880.0	2026.0	2660.0	1587.0	2158.0	177.0	403.0	84.0
Bbs4-201	189.0	167.0	222.0	132.0	151.0	14.0	27.0	15.0
Arih1-207	879.0	938.0	1179.0	801.0	960.0	150.0	133.0	92.0
Tmem202-201	7.0	4.0	7.0	7.0	2.0	1.0	2.0	1.0
Hexa-201	5002.0	4720.0	7448.0	4440.0	5586.0	2298.0	1965.0	2226.0
Celf6-203	4.0	2.0	4.0	2.0	1.0	1.0	0.0	0.0
Parp6-201	265.0	253.0	326.0	239.0	255.0	59.0	60.0	26.0
Pkm-201	26836.0	25943.0	33755.0	27388.0	25964.0	2519.0	8503.0	5833.0
Gramd2-201	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
Senp8-203	38.0	59.0	52.0	25.0	53.0	19.0	7.0	7.0
Myo9a-206	310.0	264.0	329.0	250.0	404.0	181.0	44.0	116.0
Nr2e3-201	2.0	0.0	4.0	1.0	1.0	8.0	3.0	1.0
Thsd4-201	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Lrrc49-204	137.0	80.0	99.0	89.0	47.0	4.0	20.0	7.0
Larp6-201	0.0	0.0	0.0	3.0	0.0	1.0	6.0	0.0
Uaca-201	1.0	0.0	0.0	12.0	10.0	0.0	0.0	1.0
Tle3-208	254.0	298.0	388.0	291.0	436.0	26.0	83.0	8.0
Rplp1-201	2105.0	1870.0	1559.0	1699.0	1619.0	15339.0	1134.0	33772.0
Kif23-201	1972.0	1902.0	2598.0	1870.0	1573.0	451.0	450.0	304.0
Paqr5-201	150.0	65.0	194.0	126.0	21.0	3.0	9.0	2.0
Glce-203	360.0	314.0	551.0	355.0	480.0	16.0	60.0	17.0
Spesp1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anp32a-201	586.0	479.0	574.0	479.0	363.0	879.0	232.0	1017.0
Coro2b-201	2.0	2.0	14.0	5.0	1.0	0.0	0.0	0.0
Itga11-201	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
Fem1b-201	256.0	252.0	265.0	232.0	188.0	41.0	33.0	21.0
Cln6-201	420.0	435.0	599.0	400.0	285.0	37.0	70.0	63.0
Calml4-201	41.0	20.0	34.0	34.0	26.0	19.0	21.0	43.0
Pias1-201	2195.0	2087.0	2406.0	1759.0	2535.0	219.0	351.0	177.0
Skor1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Map2k5-201	428.0	431.0	657.0	548.0	520.0	153.0	142.0	116.0
2300009A05Rik-201	148.0	93.0	130.0	121.0	76.0	71.0	38.0	137.0
Iqch-204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aagab-201	757.0	805.0	1034.0	740.0	817.0	49.0	232.0	62.0
Smad3-201	41.0	49.0	62.0	48.0	62.0	3.0	7.0	0.0
Smad6-201	3.0	13.0	10.0	9.0	9.0	2.0	4.0	1.0
Lctl-201	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Zwilch-201	681.0	594.0	721.0	499.0	471.0	83.0	79.0	40.0
Rpl4-201	25306.0	22754.0	21129.0	20924.0	21164.0	17577.0	9479.0	28880.0
Snapc5-201	671.0	543.0	671.0	455.0	477.0	479.0	220.0	672.0
Map2k1-201	1245.0	1203.0	1633.0	1310.0	1360.0	122.0	400.0	98.0
Uchl4-201	9.0	20.0	18.0	12.0	4.0	12.0	5.0	4.0
Tipin-205	5232.0	4178.0	4637.0	3906.0	3043.0	5948.0	1460.0	3420.0
Dis3l-208	732.0	827.0	1030.0	835.0	790.0	199.0	232.0	167.0
Megf11-201	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Rab11a-208	1571.0	1555.0	1592.0	1414.0	1461.0	1076.0	568.0	1260.0
Dennd4a-201	922.0	859.0	1298.0	850.0	716.0	46.0	55.0	26.0
Slc24a1-201	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Ints14-201	1474.0	1407.0	1500.0	1388.0	1108.0	105.0	316.0	114.0
Hacd3-201	572.0	595.0	673.0	535.0	509.0	15.0	119.0	28.0
Dpp8-201	1864.0	1768.0	2302.0	1610.0	1689.0	167.0	177.0	93.0
Igdcc4-201	6.0	2.0	3.0	3.0	6.0	1.0	0.0	0.0
Igdcc3-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parp16-202	29.0	33.0	60.0	39.0	15.0	1.0	10.0	9.0
Cilp-201	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Clpx-201	1236.0	1139.0	1264.0	1231.0	1160.0	226.0	383.0	226.0
Pdcd7-201	297.0	297.0	339.0	244.0	270.0	114.0	110.0	136.0
Ubap1l-201	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Kbtbd13-201	3.0	9.0	13.0	1.0	9.0	0.0	0.0	1.0
Rasl12-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc51b-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mtfmt-201	358.0	314.0	411.0	321.0	303.0	177.0	100.0	136.0
Spg21-201	1982.0	1959.0	2248.0	1844.0	2619.0	251.0	806.0	449.0
Plekho2-201	777.0	971.0	1285.0	786.0	972.0	49.0	204.0	25.0
Pif1-201	180.0	172.0	291.0	181.0	136.0	20.0	22.0	0.0
Rbpms2-201	2.0	8.0	10.0	5.0	0.0	0.0	0.0	0.0
Oaz2-206	562.0	426.0	621.0	435.0	502.0	123.0	193.0	163.0
Zfp609-201	69.0	56.0	176.0	90.0	92.0	29.0	18.0	22.0
Trip4-202	630.0	509.0	618.0	503.0	571.0	82.0	96.0	98.0
Pclaf-201	3198.0	2910.0	3231.0	2349.0	2343.0	6438.0	1274.0	4155.0
Csnk1g1-201	64.0	60.0	74.0	43.0	66.0	27.0	8.0	14.0
Ppib-201	1918.0	1828.0	1852.0	1709.0	1715.0	1380.0	1049.0	2682.0
Snx22-201	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Snx1-201	2702.0	3131.0	3097.0	2498.0	3508.0	398.0	1054.0	689.0
Ciao2a-201	2987.0	2598.0	2690.0	2497.0	2436.0	3110.0	1072.0	1808.0
Dapk2-201	322.0	380.0	553.0	310.0	442.0	43.0	125.0	71.0
Herc1-201	1034.0	1016.0	1473.0	934.0	1043.0	575.0	224.0	333.0
Fbxl22-201	0.0	0.0	2.0	3.0	0.0	1.0	0.0	1.0
Usp3-205	1117.0	1225.0	1466.0	1080.0	1140.0	301.0	245.0	266.0
Car12-201	71.0	75.0	63.0	56.0	37.0	0.0	3.0	0.0
Aph1b-201	52.0	51.0	63.0	42.0	56.0	25.0	18.0	14.0
Aph1c-202	159.0	109.0	215.0	156.0	150.0	120.0	50.0	107.0
Rab8b-201	502.0	511.0	584.0	436.0	572.0	88.0	54.0	74.0
Rps27l-201	2614.0	2460.0	1866.0	1955.0	2142.0	7862.0	1259.0	8589.0
Lactb-201	714.0	753.0	926.0	891.0	827.0	619.0	311.0	581.0
Tpm1-216	142.0	135.0	185.0	113.0	181.0	85.0	80.0	66.0
Tln2-202	63.0	137.0	281.0	87.0	353.0	52.0	86.0	53.0
C2cd4b-201	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
C2cd4a-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vps13c-201	228.0	203.0	286.0	263.0	434.0	530.0	89.0	249.0
Rora-202	13.0	13.0	30.0	18.0	44.0	1.0	3.0	0.0
Ice2-201	620.0	572.0	765.0	499.0	619.0	31.0	88.0	31.0
Anxa2-201	3941.0	4014.0	4403.0	3825.0	8395.0	1823.0	2953.0	4158.0
Foxb1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bnip2-201	2323.0	2057.0	2565.0	2090.0	1838.0	459.0	511.0	348.0
Gtf2a2-203	1076.0	767.0	911.0	847.0	660.0	908.0	289.0	961.0
Gcnt3-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fam81a-201	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Myo1e-201	19.0	8.0	30.0	13.0	13.0	0.0	7.0	0.0
Ccnb2-201	4982.0	4310.0	5163.0	4345.0	3138.0	1076.0	1183.0	1355.0
Rnf111-201	710.0	783.0	1131.0	719.0	859.0	65.0	91.0	28.0
Sltm-201	2711.0	2436.0	2518.0	2197.0	1751.0	1787.0	652.0	1126.0
Mindy2-201	653.0	665.0	805.0	628.0	639.0	172.0	214.0	116.0
Adam10-201	2591.0	2879.0	3725.0	2854.0	2745.0	62.0	234.0	48.0
Lipc-201	8.0	3.0	2.0	6.0	2.0	0.0	1.0	4.0
Aqp9-202	120.0	52.0	115.0	50.0	45.0	0.0	4.0	12.0
Aldh1a2-201	3.0	0.0	1.0	2.0	5.0	0.0	3.0	0.0
Polr2m-201	2408.0	2340.0	3389.0	2470.0	2553.0	164.0	701.0	205.0
Myzap-201	8.0	0.0	6.0	2.0	5.0	2.0	9.0	0.0
Cgnl1-201	41.0	37.0	73.0	134.0	31.0	16.0	5.0	11.0
Tcf12-202	353.0	344.0	406.0	320.0	383.0	12.0	33.0	26.0
Zfp280d-201	456.0	461.0	562.0	476.0	586.0	47.0	44.0	46.0
Mns1-201	578.0	540.0	542.0	492.0	423.0	402.0	170.0	419.0
Tex9-209	130.0	106.0	103.0	100.0	100.0	92.0	19.0	63.0
Rfx7-201	696.0	724.0	925.0	618.0	569.0	49.0	57.0	57.0
Nedd4-201	1212.0	1007.0	1226.0	957.0	101.0	17.0	5.0	6.0
Prtg-201	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Pygo1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dnaaf4-201	2.0	4.0	2.0	1.0	3.0	1.0	1.0	0.0
Gm44503-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ccpg1os-201	21.0	16.0	20.0	11.0	27.0	7.0	10.0	39.0
Ccpg1-201	211.0	161.0	247.0	174.0	249.0	11.0	49.0	17.0
Pigb-206	253.0	286.0	429.0	264.0	262.0	6.0	36.0	14.0
2310009A05Rik-201	156.0	166.0	167.0	153.0	143.0	291.0	69.0	495.0
Rab27a-203	768.0	802.0	928.0	638.0	830.0	46.0	161.0	38.0
Khdc3-201	2.0	12.0	10.0	18.0	11.0	7.0	0.0	16.0
Rsl24d1-201	1002.0	1048.0	936.0	953.0	640.0	540.0	261.0	308.0
Unc13c-202	2.0	1.0	3.0	8.0	20.0	0.0	0.0	0.0
Wdr72-201	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Onecut1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fam214a-201	100.0	104.0	219.0	134.0	202.0	13.0	21.0	15.0
Arpp19-201	737.0	705.0	667.0	601.0	679.0	2530.0	414.0	4845.0
Myo5a-214	1456.0	1223.0	1788.0	1321.0	1473.0	319.0	311.0	197.0
Myo5c-201	0.0	0.0	4.0	1.0	3.0	0.0	1.0	0.0
Gnb5-202	135.0	94.0	152.0	133.0	75.0	3.0	41.0	22.0
Bcl2l10-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mapk6-202	1079.0	1079.0	1197.0	900.0	969.0	40.0	122.0	58.0
Leo1-201	980.0	891.0	1174.0	926.0	801.0	427.0	283.0	235.0
Tmod3-201	1866.0	1909.0	1889.0	1664.0	1658.0	148.0	336.0	145.0
Tmod2-201	1.0	0.0	4.0	4.0	3.0	0.0	1.0	0.0
Lysmd2-201	5.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0
Scg3-201	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0
Bmp5-201	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Hmgcll1-201	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0
Gfral-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hcrtr2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fam83b-202	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
Tinag-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mlip-205	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Lrrc1-205	155.0	143.0	178.0	100.0	70.0	7.0	9.0	10.0
Klhl31-201	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Gclc-201	796.0	844.0	985.0	832.0	640.0	94.0	134.0	33.0
Elovl5-201	700.0	664.0	828.0	582.0	703.0	20.0	95.0	19.0
Gcm1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fbxo9-201	1262.0	1180.0	1468.0	1096.0	1286.0	169.0	405.0	104.0
Ick-202	147.0	123.0	146.0	132.0	165.0	30.0	44.0	28.0
Gsta4-201	8.0	6.0	3.0	2.0	13.0	8.0	5.0	12.0
Gsta1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3776-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm10639-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Omt2a-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Omt2b-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gsta2-201	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Dppa5a-201	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0
Ooep-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ddx43-201	33.0	34.0	53.0	15.0	29.0	21.0	10.0	11.0
Cgas-202	411.0	449.0	619.0	358.0	440.0	117.0	116.0	88.0
Mto1-201	879.0	722.0	940.0	603.0	729.0	198.0	167.0	137.0
Eef1a1-201	49652.0	45406.0	44258.0	42071.0	47282.0	40211.0	23532.0	34800.0
Slc17a5-201	395.0	343.0	456.0	330.0	283.0	47.0	67.0	22.0
Cd109-201	11.0	1.0	10.0	10.0	7.0	0.0	0.0	0.0
Col12a1-201	11.0	0.0	1.0	0.0	3.0	1.0	1.0	0.0
Cox7a2-201	1838.0	1783.0	1549.0	1348.0	1286.0	3022.0	792.0	5478.0
Tmem30a-201	3082.0	2650.0	3249.0	2406.0	2150.0	201.0	498.0	186.0
Filip1-201	29.0	30.0	53.0	35.0	22.0	0.0	1.0	1.0
Senp6-201	1889.0	1574.0	2160.0	1573.0	1251.0	855.0	314.0	590.0
Myo6-201	16.0	6.0	32.0	10.0	11.0	3.0	4.0	2.0
Impg1-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Htr1b-202	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Mei4-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Irak1bp1-202	142.0	192.0	243.0	114.0	5.0	4.0	0.0	0.0
Phip-201	7516.0	5805.0	7897.0	6230.0	2048.0	1113.0	513.0	604.0
Hmgn3-202	459.0	371.0	334.0	289.0	4.0	7.0	0.0	1.0
Lca5-201	10.0	7.0	47.0	19.0	5.0	0.0	0.0	0.0
Sh3bgrl2-201	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
Elovl4-201	8.0	4.0	11.0	5.0	0.0	0.0	1.0	0.0
Ttk-201	1432.0	1348.0	1570.0	1160.0	1139.0	216.0	300.0	187.0
Bckdhb-201	253.0	229.0	251.0	229.0	117.0	139.0	67.0	57.0
Tent5a-201	2144.0	2174.0	2818.0	2202.0	2215.0	1093.0	870.0	977.0
Ibtk-201	1813.0	1867.0	2412.0	1856.0	2222.0	345.0	321.0	122.0
Tpbg-201	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Ube2cbp-201	58.0	60.0	49.0	47.0	44.0	11.0	17.0	18.0
Dop1a-218	507.0	469.0	795.0	460.0	497.0	71.0	51.0	44.0
Pgm3-201	767.0	778.0	905.0	727.0	730.0	68.0	205.0	110.0
Rwdd2a-201	89.0	81.0	66.0	69.0	67.0	13.0	30.0	28.0
Me1-201	6.0	10.0	6.0	13.0	15.0	5.0	2.0	0.0
Prss35-201	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Snap91-204	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Ripply2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyb5r4-201	6811.0	5956.0	7453.0	5800.0	5111.0	1212.0	1261.0	1158.0
Mrap2-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cep162-201	344.0	385.0	421.0	377.0	378.0	49.0	70.0	44.0
Tbx18-201	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
Nt5e-201	261.0	312.0	307.0	168.0	200.0	7.0	27.0	7.0
Snx14-204	1031.0	1072.0	1140.0	900.0	970.0	244.0	200.0	294.0
Gm20537-202	32.0	24.0	18.0	18.0	8.0	25.0	2.0	19.0
Syncrip-201	2988.0	2908.0	3064.0	2708.0	2269.0	1168.0	736.0	880.0
Zfp949-204	131.0	126.0	144.0	133.0	174.0	52.0	29.0	32.0
Trim43a-201	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Mthfsl-201	347.0	317.0	365.0	330.0	281.0	275.0	139.0	438.0
Bcl2a1d-201	82.0	62.0	50.0	72.0	21.0	40.0	4.0	25.0
Trim43c-201	9.0	3.0	19.0	7.0	21.0	6.0	8.0	2.0
Bcl2a1a-201	64.0	35.0	35.0	49.0	40.0	80.0	27.0	96.0
Trim43b-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bcl2a1b-201	283.0	228.0	129.0	242.0	64.0	48.0	18.0	74.0
Mthfs-201	333.0	232.0	330.0	244.0	257.0	130.0	129.0	238.0
Minar1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmed3-201	3202.0	2447.0	3291.0	2320.0	2170.0	778.0	912.0	1412.0
Ankrd34c-201	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Rasgrf1-202	9.0	4.0	4.0	10.0	14.0	0.0	0.0	0.0
Ctsh-201	3183.0	2916.0	4239.0	2316.0	4669.0	745.0	1654.0	1582.0
Morf4l1-201	8258.0	7390.0	7894.0	6803.0	7426.0	4155.0	2904.0	2832.0
Adamts7-202	6.0	4.0	6.0	5.0	17.0	2.0	5.0	5.0
Tbc1d2b-201	1037.0	1233.0	1934.0	1173.0	1578.0	83.0	108.0	47.0
Zic1-201	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Zic4-204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plscr5-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plscr1-201	542.0	429.0	564.0	470.0	556.0	182.0	137.0	107.0
Plscr2-205	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
1700057G04Rik-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
Plscr4-201	0.0	0.0	1.0	0.0	8.0	0.0	5.0	0.0
Plod2-201	4.0	1.0	14.0	5.0	11.0	5.0	10.0	0.0
Dipk2a-201	144.0	145.0	265.0	141.0	148.0	25.0	34.0	6.0
Slc9a9-201	339.0	372.0	530.0	348.0	372.0	27.0	79.0	15.0
Chst2-201	1.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0
U2surp-202	3936.0	3763.0	4627.0	3459.0	3820.0	2074.0	869.0	2029.0
Paqr9-201	1.0	0.0	0.0	2.0	3.0	0.0	1.0	5.0
Pcolce2-201	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
Trpc1-204	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
Pls1-201	0.0	4.0	0.0	0.0	5.0	1.0	1.0	0.0
Atr-213	1232.0	1045.0	1327.0	890.0	931.0	438.0	182.0	337.0
Xrn1-201	549.0	448.0	592.0	441.0	551.0	151.0	83.0	114.0
Gk5-202	14.0	20.0	39.0	49.0	32.0	10.0	3.0	0.0
Tfdp2-201	234.0	173.0	193.0	167.0	212.0	33.0	59.0	46.0
