Name	Description	GMP_Ven_A	GMP_Ven_B	GMP_vehicle_A	GMP_vehicle_B	HSC_Ven_A	HSC_Ven_B	HSC_vehicle_A	HSC_vehicle_B
Nxf1	NA	0.08	0.1	0.09	0.08	0.12	0.2	0.11	0.13
Nxn	NA	0.19	0.24	0.17	0.3	0.14	0.11	0.35	0.26
Nxpe3	NA	0.13	0.1	0.06	0.12	0.14	0.1	0.08	0.05
Nxpe4	NA	0.09	0.1	0.08	0.11	0.07	0.13	0.07	0.15
Nxt1	NA	0.04	0.02	0.02	0.03	0	0.02	0.03	0.02
Nxt2	NA	0.01	0.01	0.01	0.01	0.04	0.02	0.01	0.02
Nynrin	NA	0.24	0.21	0.18	0.29	0.53	0.6	0.23	0.27
Oaf	NA	0.1	0.07	0.06	0.13	0.12	0.12	0.12	0.09
Oard1	NA	0.12	0.14	0.16	0.12	0.06	0.04	0.19	0.12
Oas1a	NA	0.06	0.06	0.05	0.07	0.04	0.15	0.05	0.05
Oas1g	NA	0.08	0.09	0.08	0.06	0.1	0.05	0.07	0.04
Oas2	NA	0.1	0.09	0.05	0.11	0.12	0.03	0.04	0.13
Oas3	NA	0.08	0.1	0.06	0.13	0.17	0.09	0.07	0.1
Oasl2	NA	0.24	0.23	0.09	0.34	0.1	0.17	0.14	0.23
Oat	NA	0.09	0.07	0.09	0.07	0.09	0.11	0.08	0.08
Oaz1	NA	0.02	0.02	0.02	0.02	0.01	0.01	0.03	0.01
Oaz2	NA	0.02	0.01	0.02	0.02	0.02	0.04	0.03	0.02
Ocel1	NA	0.13	0.06	0.1	0.15	0.04	0.02	0.14	0.1
Ociad1	NA	0.12	0.09	0.08	0.11	0.06	0.06	0.12	0.09
Ocrl	NA	0.1	0.08	0.13	0.11	0.14	0.07	0.09	0.25
Odc1	NA	0.04	0.03	0.05	0.03	0.05	0.03	0.07	0.04
Odf2	NA	0.27	0.29	0.29	0.24	4.32	4.18	0.27	0.35
Odf2l	NA	0.12	0.07	0.11	0.07	0.1	0.06	0.09	0.07
Odr4	NA	0.06	0.04	0.05	0.06	0.04	0.03	0.04	0.05
Ofd1	NA	0.16	0.15	0.23	0.16	0.14	0.1	0.2	0.22
Oga	NA	0.15	0.16	0.21	0.18	0.3	0.19	0.15	0.23
Ogdh	NA	0.12	0.19	0.17	0.15	0.2	0.38	0.13	0.21
Ogfod1	NA	0.11	0.1	0.13	0.13	0.16	0.09	0.14	0.19
Ogfod2	NA	0.1	0.11	0.1	0.13	0.06	0.03	0.21	0.1
Ogfod3	NA	0.27	0.3	0.19	0.35	0.11	0.08	0.3	0.28
Ogfr	NA	0.14	0.18	0.15	0.16	0.1	0.13	0.18	0.13
Ogfrl1	NA	0.02	0.02	0.03	0.02	0.02	0.01	0.03	0.03
Ogt	NA	0.08	0.07	0.06	0.09	0.07	0.04	0.07	0.1
Oip5	NA	0.07	0.07	0.11	0.06	0.09	0.23	0.07	0.1
Ola1	NA	0.15	0.14	0.15	0.14	0.07	0.11	0.12	0.08
Olfm1	NA	0.05	0.05	0.06	0.08	0.09	0.08	0.09	0.09
Olfm4	NA	0.09	0.17	0.16	0.24	0.09	0.18	0.08	0.14
Olfml2b	NA	0.25	0.32	0.36	0.35	0.25	0.27	0.31	0.61
Olr1	NA	0.07	0.07	0.07	0.07	0.16	0.29	0.08	0.22
Oma1	NA	0.1	0.11	0.11	0.13	0.05	0.05	0.09	0.07
Opa1	NA	0.17	0.17	0.2	0.17	0.29	0.24	0.14	0.28
Opa3	NA	0.04	0.05	0.04	0.06	0.05	0.07	0.06	0.08
Optn	NA	0.23	0.33	0.27	0.46	0.24	0.55	0.4	0.6
Orai1	NA	0.01	0.01	0.01	0.01	0	0	0.01	0.01
Orai2	NA	0.01	0.02	0.02	0.02	0.05	0.05	0.03	0.04
Orai3	NA	0.03	0.02	0.03	0.03	0.05	0.04	0.05	0.03
Orc1	NA	0.09	0.05	0.05	0.04	0.19	0.15	0.08	0.08
Orc2	NA	0.1	0.06	0.07	0.06	0.13	0.12	0.08	0.09
Orc3	NA	0.06	0.04	0.04	0.05	0.16	0.23	0.07	0.09
Orc4	NA	0.03	0.02	0.03	0.03	0.03	0.07	0.02	0.02
Orc5	NA	0.04	0.02	0.03	0.02	0.04	0.14	0.02	0.02
Orc6	NA	0.1	0.07	0.09	0.11	0.02	0.03	0.06	0.04
Ormdl1	NA	0.02	0.02	0.01	0.02	0.01	0.01	0.02	0.03
Ormdl2	NA	0.05	0.02	0.02	0.05	0.01	0.03	0.02	0
Os9	NA	0.41	0.67	0.54	0.56	0.27	0.68	0.4	0.43
Osbp	NA	0.14	0.21	0.17	0.15	0.3	0.19	0.14	0.24
Osbpl11	NA	0.13	0.1	0.11	0.1	0.3	0.23	0.15	0.22
Osbpl1a	NA	0.16	0.22	0.21	0.19	0.76	0.93	0.2	0.23
Osbpl2	NA	0.14	0.17	0.14	0.16	0.31	0.4	0.15	0.16
Osbpl3	NA	0.15	0.2	0.13	0.24	0.15	0.12	0.11	0.07
Osbpl5	NA	0.11	0.3	0.17	0.19	0.75	0.62	0.27	0.32
Osbpl7	NA	0.26	0.31	0.33	0.36	1.1	1.76	0.32	0.38
Osbpl8	NA	0.32	0.35	0.33	0.37	1.91	1.79	0.36	0.98
Osbpl9	NA	0.13	0.12	0.13	0.14	0.38	0.86	0.12	0.21
Oscp1	NA	0.15	0.19	0.29	0.27	0.11	0.1	0.19	0.17
Oser1	NA	0.05	0.04	0.03	0.04	0.05	0.06	0.05	0.04
Osgep	NA	0.07	0.08	0.07	0.09	0.03	0.06	0.09	0.05
Osgepl1	NA	0.04	0.03	0.05	0.03	0.13	0.08	0.02	0.03
Osgin2	NA	0.05	0.03	0.04	0.03	0.04	0.04	0.03	0.03
Osmr	NA	0.26	0.16	0.29	0.12	0	0	0.11	0.35
Ostc	NA	0.04	0.03	0.02	0.03	0.01	0.02	0.04	0.03
Ostf1	NA	0.07	0.06	0.06	0.08	0.03	0.03	0.07	0.05
Ostm1	NA	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.03
Otogl	NA	0.54	0.29	0.69	0.56	0.43	0	0.32	0
Otub1	NA	0.09	0.07	0.1	0.07	0.07	0.17	0.13	0.11
Otud3	NA	0.23	0.26	0.18	0.31	0.29	0.21	0.15	0.25
Otud4	NA	0.11	0.08	0.08	0.08	0.13	0.07	0.11	0.14
Otud5	NA	0.05	0.05	0.05	0.05	0.09	0.09	0.06	0.07
Otud6b	NA	0.17	0.08	0.09	0.13	0.11	0.09	0.15	0.14
Otud7b	NA	0.28	0.34	0.59	0.34	0.38	0.15	0.59	0.32
Otulin	NA	0.09	0.05	0.06	0.07	0.04	0.02	0.1	0.04
Otulinl	NA	0.1	0.08	0.06	0.08	0.06	0.03	0.05	0.06
Oxa1l	NA	0.09	0.12	0.12	0.1	0.06	0.15	0.11	0.09
Oxct1	NA	0.18	0.17	0.19	0.19	0.09	0.16	0.14	0.13
Oxnad1	NA	0.06	0.07	0.09	0.06	0.2	0.14	0.09	0.07
Oxr1	NA	0.13	0.19	0.28	0.15	2	1.77	0.18	0.21
Oxsm	NA	0.13	0.23	0.16	0.17	0.14	0.21	0.15	0.21
Oxsr1	NA	0.14	0.16	0.14	0.1	0.09	0.07	0.14	0.1
P2rx1	NA	0.12	0.1	0.12	0.15	0.19	0.25	0.13	0.18
P2rx4	NA	0.03	0.04	0.05	0.03	0.04	0.05	0.01	0.03
P2rx7	NA	0.19	0.15	0.27	0.25	0.31	0.18	0.17	0.19
P2ry2	NA	0.03	0.01	0.04	0.02	0.16	0.06	0.03	0.03
P3h1	NA	0.27	0.42	0.34	0.21	0.23	0.15	0.56	0.61
P4ha1	NA	0.48	0.32	0.25	0.33	0.17	0.31	0.25	0.39
P4hb	NA	0.13	0.18	0.15	0.13	0.12	0.21	0.11	0.13
Pa2g4	NA	0.38	0.35	0.34	0.3	0.14	0.33	0.37	0.22
Pabpc1	NA	0.19	0.21	0.28	0.16	0.08	0.09	0.22	0.16
Pabpc4	NA	0.02	0.03	0.02	0.03	0.01	0.01	0.02	0.01
Pabpn1	NA	0.17	0.23	0.23	0.23	0.08	0.09	0.32	0.18
Pacc1	NA	0.09	0.14	0.07	0.11	0.25	0.37	0.14	0.23
Pacs1	NA	0.12	0.22	0.19	0.12	0.47	0.9	0.17	0.27
Pacs2	NA	0.06	0.06	0.11	0.08	0.19	0.1	0.09	0.18
Pacsin2	NA	0.07	0.08	0.07	0.07	0.16	0.22	0.08	0.08
Padi2	NA	0.07	0.04	0.04	0.08	0.08	0.12	0.08	0.07
Padi4	NA	0.07	0.11	0.09	0.13	0.28	0.3	0.08	0.09
Paf1	NA	0.35	0.38	0.37	0.3	0.19	0.26	0.21	0.18
Pafah1b1	NA	0.17	0.12	0.1	0.12	0.08	0.07	0.11	0.12
Pafah1b2	NA	0.07	0.06	0.06	0.05	0.1	0.12	0.06	0.11
Pafah2	NA	0.14	0.16	0.13	0.11	1.01	0.54	0.19	0.25
Pag1	NA	0.24	0.18	0.37	0.28	0.18	0.07	0.34	0.18
Paics	NA	0.07	0.07	0.06	0.06	0.07	0.12	0.06	0.06
Paip1	NA	0.8	0.46	0.46	0.38	0.15	0.08	0.33	0.28
Paip2	NA	0.09	0.06	0.08	0.08	0.04	0.05	0.07	0.05
Paip2b	NA	0.05	0.03	0.05	0.04	0.14	0.09	0.08	0.08
Pak1	NA	0.07	0.06	0.08	0.07	0.1	0.13	0.06	0.07
Pak1ip1	NA	0.14	0.1	0.13	0.13	0.05	0.05	0.11	0.06
Pak2	NA	0.17	0.2	0.19	0.16	0.11	0.1	0.14	0.2
Pak4	NA	0.12	0.11	0.15	0.14	0.15	0.13	0.14	0.16
Palb2	NA	0.11	0.1	0.08	0.15	0.32	0.23	0.13	0.19
Palm	NA	0.08	0.09	0.11	0.1	0.12	0.18	0.11	0.1
Pam	NA	1.25	1.04	1.7	0.94	0.42	0.32	1.66	1.54
Pan2	NA	0.05	0.06	0.1	0.07	0.27	0.08	0.06	0.1
Pan3	NA	0.22	0.24	0.41	0.22	0.3	0.1	0.5	0.47
Pank1	NA	0.18	0.2	0.1	0.17	0.15	0.06	0.16	0.11
Pank2	NA	0.07	0.07	0.07	0.09	0.09	0.05	0.07	0.05
Pank3	NA	0.23	0.14	0.17	0.16	0.16	0.12	0.19	0.37
Pank4	NA	0.1	0.12	0.12	0.1	0.5	0.35	0.14	0.11
Panx1	NA	0.06	0.06	0.05	0.06	0.04	0.03	0.04	0.03
Paox	NA	0.05	0.06	0.07	0.05	0.06	0.07	0.12	0.07
Papola	NA	0.06	0.06	0.07	0.06	0.19	0.11	0.08	0.13
Papolg	NA	0.05	0.04	0.04	0.05	0.11	0.09	0.04	0.06
Papss1	NA	0.13	0.16	0.14	0.12	0.2	0.27	0.11	0.13
Papss2	NA	0.3	0.32	0.3	0.26	1.26	2.66	0.35	0.57
Paqr7	NA	0.02	0.03	0.02	0.04	0.01	0.01	0.02	0.02
Parg	NA	0.06	0.05	0.08	0.05	0.14	0.07	0.06	0.08
Park7	NA	0.23	0.23	0.22	0.2	0.04	0.09	0.26	0.13
Parl	NA	0.11	0.11	0.12	0.1	0.03	0.02	0.08	0.06
Parn	NA	0.14	0.18	0.17	0.18	0.25	0.33	0.14	0.14
Parp1	NA	0.27	0.28	0.24	0.24	0.38	0.41	0.16	0.15
Parp10	NA	0.2	0.31	0.25	0.32	0.17	0.31	0.39	0.48
Parp11	NA	0.03	0.01	0.01	0.03	0.03	0.01	0.02	0.03
Parp12	NA	0.12	0.21	0.13	0.14	0.24	0.36	0.09	0.14
Parp14	NA	0.54	0.44	0.52	0.49	0.62	0.59	0.42	0.45
Parp2	NA	0.08	0.09	0.09	0.07	0.07	0.08	0.04	0.06
Parp3	NA	0.14	0.15	0.16	0.14	0.18	0.34	0.16	0.2
Parp4	NA	0.38	0.4	0.55	0.41	0.31	0.31	0.31	0.35
Parp6	NA	0.12	0.06	0.14	0.1	0.21	0.06	0.11	0.11
Parp8	NA	0.15	0.16	0.16	0.18	0.22	0.21	0.13	0.18
Parp9	NA	0.14	0.13	0.13	0.14	0.15	0.2	0.12	0.11
Parpbp	NA	0.17	0.13	0.17	0.22	0.29	0.33	0.21	0.32
Pars2	NA	0.08	0.1	0.06	0.05	0.13	0.26	0.03	0.13
Parvg	NA	0.06	0.08	0.07	0.08	0.1	0.23	0.07	0.09
Pask	NA	0.12	0.22	0.17	0.23	0.31	0.22	0.22	0.25
Patl1	NA	0.19	0.15	0.15	0.22	0.41	0.24	0.23	0.48
Patz1	NA	0.03	0.04	0.03	0.03	0.1	0.04	0.05	0.04
Paxbp1	NA	0.13	0.15	0.12	0.17	0.11	0.06	0.11	0.13
Paxip1	NA	0.07	0.08	0.09	0.09	0.18	0.1	0.09	0.15
Pbdc1	NA	0.16	0.18	0.12	0.16	0.03	0.05	0.1	0.05
Pbk	NA	0.09	0.05	0.06	0.08	0.09	0.11	0.09	0.08
Pbrm1	NA	0.12	0.13	0.14	0.1	0.18	0.1	0.1	0.11
Pbx2	NA	0.09	0.1	0.08	0.12	0.04	0.02	0.12	0.08
Pbx3	NA	0.06	0.07	0.07	0.06	0.1	0.08	0.06	0.1
Pbxip1	NA	0.17	0.41	0.29	0.35	0.08	0.11	0.21	0.2
Pcbd2	NA	0.27	0.19	0.25	0.27	0.03	0.04	0.31	0.18
Pcbp1	NA	0.08	0.1	0.08	0.08	0.06	0.09	0.09	0.07
Pcbp2	NA	1.1	1.38	1.28	1.18	0.79	1.04	1.19	0.83
Pcbp3	NA	0.04	0.07	0.05	0.04	0.17	0	0.09	0
Pcca	NA	0.22	0.18	0.2	0.19	0.16	0.64	0.12	0.15
Pccb	NA	0.23	0.33	0.37	0.27	0.09	0.16	0.25	0.15
Pcdhgb5	NA	0.55	2.71	1.04	0.73	0.26	0.85	0.37	0.71
Pced1a	NA	0.03	0.04	0.05	0.05	0.18	0.1	0.07	0.13
Pced1b	NA	0.1	0.14	0.19	0.11	0.2	0.15	0.22	0.23
Pcf11	NA	0.2	0.17	0.19	0.21	0.29	0.23	0.18	0.17
Pcgf1	NA	0.09	0.07	0.09	0.05	0.03	0.08	0.17	0.12
Pcgf3	NA	0.08	0.09	0.1	0.08	0.11	0.03	0.11	0.16
Pcgf5	NA	0.07	0.05	0.09	0.07	0.07	0.04	0.11	0.08
Pcgf6	NA	0.08	0.05	0.09	0.06	0.08	0.01	0.12	0.11
Pcid2	NA	0.1	0.11	0.09	0.11	0.15	0.24	0.11	0.16
Pcif1	NA	0.04	0.05	0.09	0.05	0.34	0.24	0.11	0.14
Pck2	NA	0.21	0.25	0.22	0.25	0.09	0.17	0.19	0.13
Pclaf	NA	0.02	0.02	0.02	0.03	0	0	0.01	0.01
Pcm1	NA	0.53	0.57	0.69	0.49	0.52	0.62	0.39	0.42
Pcmt1	NA	0.06	0.07	0.07	0.08	0.05	0.04	0.04	0.04
Pcmtd1	NA	0.06	0.05	0.08	0.08	0.05	0.02	0.06	0.08
Pcmtd2	NA	0.05	0.03	0.04	0.04	0.04	0.05	0.05	0.05
Pcna	NA	0.17	0.18	0.16	0.18	0.04	0.09	0.14	0.09
Pcnp	NA	0.02	0.02	0.01	0.02	0.02	0.01	0.01	0.01
Pcnt	NA	0.45	0.55	0.57	0.58	0.57	0.51	0.46	0.3
Pcnx	NA	0.29	0.43	0.48	0.48	0.55	0.16	0.39	0.56
Pcnx3	NA	0.23	0.27	0.26	0.25	0.55	0.35	0.28	0.4
Pcsk7	NA	0.08	0.07	0.08	0.09	0.22	0.13	0.07	0.11
Pctp	NA	0.04	0.04	0.04	0.05	0.05	0.04	0.05	0.04
Pcx	NA	0.11	0.56	0.28	0.35	0.39	1.48	0.1	0.3
Pcyox1	NA	0.1	0.13	0.13	0.14	0.24	0.36	0.08	0.16
Pcyox1l	NA	0.11	0.14	0.09	0.15	0.05	0.06	0.12	0.15
Pcyt1a	NA	0.13	0.16	0.19	0.15	0.49	0.48	0.12	0.26
Pcyt2	NA	0.07	0.08	0.08	0.07	0.05	0.05	0.1	0.07
Pdap1	NA	0.61	0.47	0.51	0.5	0.09	0.11	0.47	0.26
Pdcd10	NA	0.05	0.03	0.04	0.05	0.02	0.03	0.04	0.03
Pdcd11	NA	0.27	0.24	0.21	0.19	0.38	0.4	0.15	0.14
Pdcd2	NA	0.18	0.1	0.15	0.12	0.03	0.03	0.12	0.07
Pdcd2l	NA	0.22	0.24	0.23	0.23	0.15	0.19	0.28	0.16
Pdcd4	NA	0.65	0.77	0.76	0.62	0.25	0.29	0.73	0.47
Pdcd5	NA	0.3	0.23	0.22	0.23	0.02	0.02	0.13	0.1
Pdcd6	NA	0.06	0.03	0.05	0.04	0.02	0.02	0.05	0.03
Pdcd6ip	NA	0.12	0.14	0.12	0.11	0.22	0.15	0.11	0.15
Pdcd7	NA	0.12	0.17	0.13	0.13	0.09	0.04	0.14	0.1
Pdcl	NA	0.15	0.12	0.18	0.15	0.3	0.18	0.15	0.17
Pdcl3	NA	0.16	0.16	0.16	0.15	0.07	0.11	0.18	0.12
Pde12	NA	0.07	0.04	0.05	0.07	0.1	0.11	0.06	0.09
Pde1b	NA	0.08	0.11	0.13	0.32	0.12	0.04	0.15	0.08
Pde3b	NA	0.13	0.14	0.17	0.2	0.79	0.24	0.21	0.31
Pde4a	NA	0.07	0.08	0.13	0.12	0.11	0.07	0.14	0.16
Pde4b	NA	0.04	0.08	0.14	0.08	0.14	0.24	0.09	0.16
Pde4d	NA	0.23	0.26	0.27	0.23	1.22	1.49	0.33	0.28
Pde4dip	NA	0.2	0.14	0.23	0.24	0.45	0.13	0.19	0.31
Pde6d	NA	0.03	0.02	0.01	0.02	0.01	0	0.03	0.02
Pde7a	NA	0.05	0.07	0.04	0.07	0.19	0.03	0.07	0.08
Pde8a	NA	0.05	0.07	0.05	0.05	0.12	0.02	0.07	0.07
Pdgfrb	NA	0.28	0.38	0.49	0.28	0.67	0.94	0.44	0.61
Pdgfrl	NA	0.51	0.48	0.42	0.27	0	0	0	0
Pdha1	NA	0.07	0.07	0.07	0.06	0.05	0.08	0.05	0.06
Pdhb	NA	0.14	0.13	0.13	0.13	0.03	0.06	0.08	0.06
Pdhx	NA	0.25	0.22	0.18	0.2	0.2	0.18	0.18	0.2
Pdia3	NA	0.13	0.16	0.13	0.13	0.07	0.22	0.1	0.09
Pdia4	NA	0.27	0.26	0.21	0.22	0.21	0.3	0.16	0.21
Pdia5	NA	0.33	0.35	0.34	0.26	0.27	0.39	0.31	0.3
Pdia6	NA	0.17	0.19	0.15	0.15	0.06	0.16	0.13	0.11
Pdik1l	NA	0.05	0.05	0.05	0.05	0.12	0.09	0.07	0.12
Pdk1	NA	0.02	0.02	0.02	0.02	0.03	0.03	0.02	0.01
Pdk3	NA	0.06	0.05	0.05	0.05	0.11	0.14	0.06	0.07
Pdlim1	NA	0.11	0.12	0.13	0.14	0.05	0.11	0.11	0.07
Pdlim2	NA	0.12	0.12	0.12	0.13	0.09	0.09	0.12	0.12
Pdlim5	NA	0.08	0.08	0.06	0.08	0.14	0.11	0.07	0.11
Pdlim7	NA	0.12	0.09	0.1	0.07	0.13	0.44	0.15	0.12
Pdp1	NA	0.13	0.12	0.08	0.12	0.15	0.14	0.16	0.29
Pdp2	NA	0.09	0.08	0.07	0.12	0.06	0.05	0.12	0.11
Pdpk1	NA	0.07	0.08	0.05	0.08	0.07	0.03	0.07	0.11
Pdpr	NA	0.32	0.26	0.4	0.32	0.8	1.03	0.23	1.27
Pdrg1	NA	0.06	0.03	0.02	0.04	0.01	0	0.03	0.01
Pds5a	NA	0.07	0.07	0.08	0.07	0.13	0.06	0.06	0.08
Pds5b	NA	0.09	0.08	0.09	0.09	0.12	0.12	0.06	0.09
Pdss1	NA	0.13	0.08	0.12	0.12	0.12	0.14	0.13	0.09
Pdss2	NA	0.3	0.18	0.32	0.44	0.39	0.19	0.31	0.23
Pdxdc1	NA	0.15	0.13	0.13	0.13	0.39	0.57	0.12	0.14
Pdxk	NA	0.04	0.03	0.02	0.05	0.03	0.05	0.01	0.04
Pdzd8	NA	0.19	0.19	0.25	0.19	0.43	0.17	0.2	0.3
Peak1	NA	0.54	0.54	0.4	0.3	1.25	1.42	0.58	0.73
Pebp1	NA	0.03	0.02	0.01	0.03	0.01	0.01	0.01	0.01
Pecam1	NA	0.13	0.14	0.15	0.23	0.23	0.26	0.12	0.21
Pecr	NA	0.13	0.17	0.15	0.1	0.06	0.22	0.15	0.07
Peli1	NA	0.04	0.05	0.05	0.06	0.04	0.04	0.05	0.05
Pelo	NA	0.07	0.06	0.08	0.13	0.05	0.08	0.09	0.05
Pelp1	NA	0.67	1.01	0.8	0.64	0.52	0.68	0.48	0.44
Penk	NA	0.1	0.13	0.05	0.57	0.03	0.03	0.13	0.13
Pepd	NA	0.1	0.1	0.08	0.11	0.13	0.43	0.14	0.12
Per1	NA	0.44	0.52	0.63	0.26	0.26	0.39	0.43	0.26
Per2	NA	0.11	0.12	0.07	0.1	0.46	0.1	0.12	0.17
Per3	NA	0.14	0.1	0.12	0.14	0.12	0.02	0.15	0.21
Pes1	NA	0.2	0.23	0.22	0.17	0.18	0.45	0.21	0.18
Pet100	NA	1.02	1.03	0.96	1.29	0.03	0.1	1.26	0.58
Pex1	NA	0.12	0.1	0.14	0.1	0.2	0.1	0.13	0.14
Pex10	NA	0.17	0.28	0.07	0.1	0.05	0.08	0.1	0.11
Pex12	NA	0.08	0.04	0.1	0.05	0.06	0.06	0.06	0.08
Pex13	NA	0.05	0.05	0.04	0.05	0.04	0.01	0.03	0.04
Pex14	NA	0.07	0.12	0.07	0.08	0.09	0.14	0.05	0.06
Pex16	NA	0.1	0.14	0.18	0.16	0.04	0.04	0.12	0.08
Pex19	NA	0.08	0.1	0.12	0.09	0.11	0.12	0.11	0.12
Pex2	NA	0.02	0.01	0.02	0.01	0.01	0.01	0.02	0.01
Pex3	NA	0.06	0.02	0.05	0.06	0.05	0.07	0.03	0.07
Pex5	NA	0.09	0.14	0.12	0.12	0.14	0.15	0.13	0.11
Pex6	NA	0.16	0.35	0.3	0.32	0.21	0.23	0.36	0.29
Pex7	NA	0.08	0.05	0.07	0.06	0.03	0.03	0.06	0.04
Pfas	NA	0.32	0.42	0.41	0.34	0.35	0.18	0.47	0.23
Pfdn1	NA	0.28	0.15	0.19	0.2	0.03	0.05	0.23	0.14
Pfdn2	NA	0.27	0.21	0.2	0.24	0.02	0.04	0.21	0.13
Pfdn4	NA	0.22	0.13	0.16	0.19	0.03	0.03	0.15	0.1
Pfdn5	NA	0.13	0.07	0.06	0.12	0.01	0.01	0.09	0.04
Pfdn6	NA	0.24	0.16	0.11	0.22	0.02	0.03	0.25	0.12
Pfkfb3	NA	0.19	0.23	0.23	0.22	0.24	0.29	0.33	0.33
Pfkfb4	NA	0.04	0.09	0.07	0.13	0.18	0.29	0.13	0.16
Pfkl	NA	0.09	0.1	0.09	0.08	0.1	0.23	0.09	0.09
Pfkm	NA	0.26	0.25	0.65	0.28	0.27	0.3	0.31	0.28
Pfkp	NA	0.15	0.13	0.15	0.1	0.33	0.47	0.15	0.13
Pfn1	NA	0.02	0.03	0.02	0.03	0.01	0.02	0.02	0.02
Pgam1	NA	0.02	0.03	0.02	0.03	0.02	0.06	0.03	0.03
Pgam5	NA	0.03	0.02	0.03	0.03	0.03	0.02	0.02	0.03
Pgd	NA	0.08	0.1	0.09	0.1	0.06	0.18	0.09	0.06
Pgghg	NA	0.12	0.13	0.21	0.16	0.1	0.06	0.16	0.14
Pggt1b	NA	0.05	0.03	0.04	0.05	0.04	0.06	0.04	0.05
Pgk1	NA	0.13	0.12	0.14	0.11	0.05	0.07	0.11	0.07
Pgls	NA	0.14	0.12	0.11	0.11	0.02	0.07	0.12	0.06
Pglyrp1	NA	0.11	0.14	0.16	0.15	0.01	0.07	0.12	0.09
Pgm1	NA	0.07	0.07	0.06	0.05	0.16	0.25	0.07	0.06
Pgm2	NA	0.13	0.14	0.11	0.14	0.19	0.37	0.12	0.12
Pgm2l1	NA	0.18	0.14	0.22	0.2	0.08	0.03	0.16	0.13
Pgm3	NA	0.23	0.17	0.22	0.18	0.61	1.53	0.21	0.2
Pgp	NA	0.04	0.04	0.03	0.03	0.02	0.02	0.03	0.02
Pgrmc1	NA	0.06	0.05	0.05	0.05	0.03	0.04	0.06	0.05
Pgrmc2	NA	0.23	0.34	0.28	0.25	0.14	0.29	0.28	0.21
Pgs1	NA	0.06	0.05	0.06	0.05	0.09	0.05	0.06	0.05
Phactr2	NA	0.27	0.29	0.27	0.26	0.25	0.44	0.4	0.26
Phactr4	NA	0.4	0.4	0.51	0.46	0.52	0.28	0.58	0.44
Phax	NA	0.14	0.1	0.08	0.09	0.04	0.06	0.06	0.07
Phb	NA	0.16	0.14	0.14	0.14	0.05	0.17	0.17	0.13
Phb2	NA	0.11	0.12	0.1	0.11	0.04	0.08	0.12	0.07
Phc1	NA	0.09	0.19	0.23	0.16	0.21	0.35	0.25	0.29
Phc2	NA	0.06	0.07	0.04	0.06	0.08	0.08	0.12	0.09
Phc3	NA	0.14	0.14	0.21	0.21	0.19	0.06	0.2	0.24
Phf10	NA	0.11	0.08	0.06	0.09	0.11	0.07	0.11	0.05
Phf11d	NA	0.28	0.17	0.19	0.34	0.26	1.07	0.3	0.42
Phf12	NA	0.19	0.22	0.24	0.24	0.25	0.18	0.23	0.31
Phf13	NA	0.12	0.07	0.07	0.09	0.11	0.17	0.12	0.07
Phf14	NA	0.65	0.51	0.81	0.68	0.18	0.14	0.64	0.31
Phf19	NA	0.08	0.06	0.09	0.11	0.09	0.06	0.09	0.09
Phf2	NA	0.35	0.39	0.32	0.32	0.46	0.24	0.41	0.83
Phf20	NA	0.1	0.09	0.07	0.06	0.08	0.09	0.06	0.04
Phf20l1	NA	0.13	0.13	0.14	0.14	0.15	0.09	0.15	0.12
Phf21a	NA	0.14	0.05	0.1	0.1	0.06	0.02	0.13	0.11
Phf23	NA	0.13	0.13	0.1	0.1	0.08	0.13	0.13	0.09
Phf3	NA	0.6	0.53	0.7	0.47	0.66	0.41	0.6	0.52
Phf5a	NA	0.21	0.18	0.19	0.19	0.04	0.06	0.2	0.12
Phf6	NA	0.13	0.12	0.11	0.12	0.11	0.14	0.06	0.14
Phf7	NA	0.03	0.03	0.04	0.03	0.06	0	0.01	0.05
Phf8	NA	0.39	0.46	0.41	0.32	2.16	1.97	0.29	0.65
Phgdh	NA	0.28	0.21	0.18	0.11	0.11	0.44	0.28	0.16
Phip	NA	0.12	0.12	0.16	0.13	0.19	0.14	0.17	0.15
Phka1	NA	0.1	0.09	0.1	0.14	0.13	0.07	0.1	0.16
Phka2	NA	0.1	0.12	0.11	0.17	0.21	0.18	0.1	0.2
Phkb	NA	0.04	0.04	0.06	0.04	0.11	0.08	0.05	0.09
Phkg2	NA	0.15	0.11	0.17	0.14	0.36	0.2	0.19	0.09
Phldb3	NA	2.57	2.78	2.42	1.86	0.92	1.7	2.84	2.69
Phlpp1	NA	0.24	0.31	0.14	0.18	0.58	0.38	0.45	0.53
Phlpp2	NA	0.56	0.66	0.41	1.61	0.22	0.12	1.17	0.69
Phpt1	NA	0.32	0.32	0.48	0.32	0.05	0.09	0.62	0.3
Phrf1	NA	0.24	0.38	0.31	0.29	0.62	0.56	0.23	0.39
Phtf1	NA	0.1	0.07	0.09	0.07	0.22	0.08	0.08	0.13
Phtf2	NA	0.05	0.04	0.02	0.04	0.03	0.1	0.07	0.11
Phyh	NA	0.12	0.11	0.15	0.1	0.05	0.1	0.1	0.1
Pi16	NA	0.08	0.09	0.1	0.08	0.02	0.1	0.09	0.1
Pi4k2a	NA	0.04	0.04	0.04	0.03	0.09	0.07	0.04	0.03
